make,model,engine_type,engine_volume_l,price_tier_min_rub
Mercedes-Benz,Mercedes-AMG GT 53 4MATIC+,Бензин,3.0,15000000
Mercedes-Benz,Mercedes-AMG GT 63 S 4MATIC+,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-AMG GT Black Series Купе,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-AMG GT R Купе,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-AMG S 63 4 МATIC Кабриолет,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-AMG S 65 Кабриолет,Бензин,6.0,15000000
Mercedes-Benz,Mercedes-AMG S 65 Купе,Бензин,6.0,15000000
Mercedes-Benz,Mercedes-AMG S 65 седан,Бензин,6.0,15000000
Mercedes-Benz,Mercedes-AMG SL 65,Бензин,6.0,15000000
Mercedes-Benz,Mercedes-Maybach GLS 600 4MATIC,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-Maybach GLS 600 4MATIC FL,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-Maybach S 450 4MATIC,Бензин,3.0,15000000
Mercedes-Benz,Mercedes-Maybach S 580 4MATIC,Бензин,4.0,15000000
Mercedes-Benz,Mercedes-Maybach S 650,Бензин,6.0,15000000
Mercedes-Benz,Mercedes-Maybach S 680 4MATIC,Бензин,6.0,15000000
Mercedes-Benz,S 350 d 4MATIC,Дизель,2.9,15000000
Mercedes-Benz,S 450 4MATIC,Бензин,3.0,15000000
Mercedes-Benz,S 450 4 МATIC Long,Бензин,3.0,15000000
Mercedes-Benz,S 450 d 4MATIC Long,Дизель,2.9,15000000
Mercedes-Benz,S 580 4MATIC,Бензин,4.0,15000000
Mercedes-Benz,S 580 4MATIC седан,Бензин,4.0,15000000
Mercedes-Benz,S 65 AMG длинная база,Бензин,6.0,15000000
Mercedes-Benz,S 65 AMG купе,Бензин,6.0,15000000
Mercedes-Benz,S 680 GUARD 4MATIC,Бензин,6.0,15000000
Mercedes-Benz,S 680 GUARD 4MATIC седан,Бензин,6.0,15000000
Mercedes-Benz,SL 65 AMG,Бензин,6.0,15000000
Mercedes-Benz,SL 680 Mercedes-Maybach,Бензин,4.0,15000000
Mercedes-Benz,Sprinter VS30 4325 517 CDI,Дизель,1.9,15000000
Mercedes-Benz,V 300 d 4MATIC Long,Дизель,1.9,15000000
Mercedes-Benz,V 300 d Extra Long AVANTGARDE 4MATIC FL,Дизель,1.9,15000000
Mercedes-Benz,V 300 d Extra Long EXCLUSIVE 4MATIC FL,Дизель,1.9,15000000
Mercedes-Benz,V 300 d Long AVANTGARDE 4MATIC FL,Дизель,1.9,15000000
Mercedes-Benz,V 300 d Long EXCLUSIVE 4MATIC FL,Дизель,1.9,15000000
Mercedes-Benz,V300 d AVG extra long,Дизель,1.9,15000000
Mercedes-Benz,S-Класс 580 Long 4MATIC,Бензин,4.0,15000000
Mercedes-Benz,G-Класс 400 d,Дизель,2.9,15000000
Mercedes-Benz,G-Класс EQ Technology,Электрический,,15000000
Mercedes-Benz,G-Класс 450 d,Дизель,3.0,15000000
Mercedes-Benz,G-Класс 500,Бензин,3.0,15000000
M-HERO,917 EVR,Гибрид,1.5,15000000
Nissan,GT-R Nismo I,Бензин,3.8,15000000
Porsche,911,Бензин,3.7,15000000
Porsche,911,Бензин,3.8,15000000
Porsche,911 TURBO,Бензин,3.7,15000000
Porsche,911 Turbo S,Бензин,3.7,15000000
Porsche,Cayenne,Бензин,3.0,15000000
Porsche,Cayenne Coupe,Бензин,3.0,15000000
Porsche,Cayenne Turbo GT,Бензин,4.0,15000000
Porsche,Panamera Exclusive Series,Бензин,4.8,15000000
Porsche,Panamera Turbo S e-hybrid,Бензин,4.0,15000000
Porsche,Panamera Turbo S e-hybrid sport turismo,Бензин,4.0,15000000
Porsche,Panamera Turbo S sport turismo,Бензин,4.0,15000000
Rolls-Royce,CULLINAN,Бензин,,15000000
Rolls-Royce,CULLINAN Black Badge,Бензин,,15000000
Rolls-Royce,Dawn,Бензин,,15000000
Rolls-Royce,Dawn Black Badge,Бензин,6.6,15000000
Rolls-Royce,Ghost,Бензин,,15000000
Rolls-Royce,Ghost Black Badge,Бензин,6.7,15000000
Rolls-Royce,Ghost EWB,Бензин,,15000000
Rolls-Royce,Ghost Extended,Бензин,6.7,15000000
Rolls-Royce,Phantom,Бензин,,15000000
Rolls-Royce,Phantom Coupe,Бензин,6.7,15000000
Rolls-Royce,Phantom DHC,Бензин,,15000000
Rolls-Royce,Phantom Drophead Coupe,Бензин,6.7,15000000
Rolls-Royce,Phantom EWB,Бензин,,15000000
Rolls-Royce,Phantom Extended,Бензин,6.7,15000000
Rolls-Royce,Wraith,Бензин,,15000000
Rolls-Royce,Wraith Black Badge,Бензин,,15000000
Tesla,Cibertrack,Электрический,,15000000
